relics_id,relics_name,relics_description,relics_properties,relics_source,relics_consumable,relics_portion,relics_value,relics_imageurl,formula,special,notes
76,The Bride's Sword,The only sword Hattori Hanzo made after his retirement and supposedly the greatest sword he ever forged.<br/><br/>Strongly effective against fast opponents.,Lv. 3 DP Bonus for 240 BPM songs,1,0,0,0,thebridessword.png,"if(SONG SPEED TIER=240,ROUNDDOWN(DP*0.3,0),0)",,
77,The Bride's Sword +1,The only sword Hattori Hanzo made after his retirement and supposedly the greatest sword he ever forged.<br/><br/>This weapon has been enhanced to a higher level of quality.<br/><br/>Strongly effective against fast opponents and strongly effective against large opponents.,Lv. 3 DP Bonus for 240 BPM songs|Lv. 3 EP Bonus for 240 BPM songs,1,0,0,0,thebridessword+1.png,"if(SONG SPEED TIER=240,ROUNDDOWN(DP*0.3,0)+ROUNDDOWN(EP*0.3,0),0)",,
78,The Bride's Sword +2,The only sword Hattori Hanzo made after his retirement and supposedly the greatest sword he ever forged.<br/><br/>This weapon has been enhanced to the highest level of quality.<br/><br/>Strongly effective against fast opponents and strongly effective against large opponents.<br/><br/>Gains extra effectivity proportionate to an enemy's size.,Lv. 3 DP Bonus for 240 BPM songs|Lv. 3 EP Bonus for 240 BPM songs|+25 BP per minute of song length for 240 BPM songs,1,0,0,0,thebridessword+2.png,"if(SONG SPEED TIER=240,ROUNDDOWN(DP*0.3,0)+ROUNDDOWN(EP*0.3,0)+ROUNDDOWN(SONG LENGTH*25,0),0)",,
79,The Skinburster,"In mellow light, the halberd's curved steel head eerily resembles a grin.<br/><br/>Strongly effective against fast opponents.",Lv. 3 DP Bonus for 250 BPM songs,1,0,0,0,theskinburster.png,"if(SONG SPEED TIER=250,ROUNDDOWN(DP*0.3,0),0)",,
80,The Skinburster +1,"In mellow light, the halberd's curved steel head eerily resembles a grin.<br/><br/>This weapon has been enhanced to a higher level of quality.<br/><br/>Strongly effective against fast opponents and incredibly effective against large opponents.",Lv. 3 DP Bonus for 250 BPM songs|Lv. 4 EP Bonus for 250 BPM songs,1,0,0,0,theskinburster+1.png,"if(SONG SPEED TIER=250,ROUNDDOWN(DP*0.3,0)+ROUNDDOWN(EP*0.4,0),0)",,
81,The Skinburster +2,"In mellow light, the halberd's curved steel head eerily resembles a grin.<br/><br/>This weapon has been enhanced to the highest level of quality.<br/><br/>Strongly effective against fast opponents and incredibly effective against large opponents.<br/><br/>Gains extra effectivity proportionate to an enemy's size.",Lv. 3 DP Bonus for 250 BPM songs|Lv. 4 EP Bonus for 250 BPM songs|+25 BP per minute of song length for 250 BPM songs,1,0,0,0,theskinburster+2.png,"if(SONG SPEED TIER=250,ROUNDDOWN(DP*0.3,0)+ROUNDDOWN(EP*0.4,0)+ROUNDDOWN(SONG LENGTH*25,0),0)",,
82,Master Sword,The legendary sword that seals the darkness.  Its blade gleams with a sacred luster that can oppose the Calamity.  Only a hero chosen by the sword itself may wield it.<br/><br/>Strongly effective against fast opponents.,Lv. 3 DP Bonus for 260 BPM songs,1,0,0,0,mastersword.png,"if(SONG SPEED TIER=260,ROUNDDOWN(DP*0.3,0),0)",,
83,Master Sword +1,The legendary sword that seals the darkness.  Its blade gleams with a sacred luster that can oppose the Calamity.  Only a hero chosen by the sword itself may wield it.<br/><br/>This weapon has been enhanced to a higher level of quality.<br/><br/>Strongly effective against fast opponents and incredibly effective against large opponents.,Lv. 3 DP Bonus for 260 BPM songs|Lv. 4 EP Bonus for 260 BPM songs,1,0,0,0,mastersword+1.png,"if(SONG SPEED TIER=260,ROUNDDOWN(DP*0.3,0)+ROUNDDOWN(EP*0.4,0),0)",,
84,Master Sword +2,The legendary sword that seals the darkness.  Its blade gleams with a sacred luster that can oppose the Calamity.  Only a hero chosen by the sword itself may wield it.<br/><br/>This weapon has been enhanced to the highest level of quality.<br/><br/>Strongly effective against fast opponents and incredibly effective against large opponents.<br/><br/>Gains extra effectivity proportionate to an enemy's size.,Lv. 3 DP Bonus for 260 BPM songs|Lv. 4 EP Bonus for 260 BPM songs|+25 BP per minute of song length for 260 BPM songs,1,0,0,0,mastersword+2.png,"if(SONG SPEED TIER=260,ROUNDDOWN(DP*0.3,0)+ROUNDDOWN(EP*0.4,0)+ROUNDDOWN(SONG LENGTH*25,0),0)",,
85,Crimson Mischief,"When she was a girl, she toyed with nastiness and sadism, children often grow out of his; they get hobbies. For Orin, that taste for cruelty fermented, and in a way she did find hobbies. Ones that screamed.<br/><br/>Strongly effective against fast opponents.",Lv. 3 DP Bonus for 270 BPM songs,1,0,0,0,crimsonmischief.png,"if(SONG SPEED TIER=270,ROUNDDOWN(DP*0.3,0),0)",,
86,Crimson Mischief +1,"When she was a girl, she toyed with nastiness and sadism, children often grow out of his; they get hobbies. For Orin, that taste for cruelty fermented, and in a way she did find hobbies. Ones that screamed.<br/><br/>This weapon has been enhanced to a higher level of quality.<br/><br/>Strongly effective against fast opponents and incredibly effective against large opponents.",Lv. 3 DP Bonus for 270 BPM songs|Lv. 4 EP Bonus for 270 BPM songs,1,0,0,0,crimsonmischief+1.png,"if(SONG SPEED TIER=270,ROUNDDOWN(DP*0.3,0)+ROUNDDOWN(EP*0.4,0),0)",,
87,Crimson Mischief +2,"When she was a girl, she toyed with nastiness and sadism, children often grow out of his; they get hobbies. For Orin, that taste for cruelty fermented, and in a way she did find hobbies. Ones that screamed.<br/><br/>This weapon has been enhanced to the highest level of quality.<br/><br/>Strongly effective against fast opponents and incredibly effective against large opponents.<br/><br/>Gains extra effectivity proportionate to an enemy's size.",Lv. 3 DP Bonus for 270 BPM songs|Lv. 4 EP Bonus for 270 BPM songs|+25 BP per minute of song length for 270 BPM songs,1,0,0,0,crimsonmischief+2.png,"if(SONG SPEED TIER=270,ROUNDDOWN(DP*0.3,0)+ROUNDDOWN(EP*0.4,0)+ROUNDDOWN(SONG LENGTH*25,0),0)",,
88,Gontr Mael,"Gontr Mael blasted from the corpse of the Steelwatcher Titan: a bow formed from the boiling slag and weird whispering gyros inherent to the mechanical giant. It must have acted as the Titan's abdomen, exchanging muscle for immaculate steel.<br/><br/>Incredibly effective against fast opponents with an arrow equipped.",Lv. 4 DP Bonus for 280 BPM songs with an arrow equipped,1,0,0,0,gontrmael.png,"if(SONG SPEED TIER=280,ROUNDDOWN(DP*0.4,0),0)",IS A BOW,ARROW MUST BE EQUIPPED
89,Gontr Mael +1,"Gontr Mael blasted from the corpse of the Steelwatcher Titan: a bow formed from the boiling slag and weird whispering gyros inherent to the mechanical giant. It must have acted as the Titan's abdomen, exchanging muscle for immaculate steel.<br/><br/>This weapon has been enhanced to a higher level of quality.<br/><br/>Incredibly effective against fast opponents and incredibly effective against large opponents with an arrow equipped.",Lv. 4 DP Bonus for 280 BPM songs with an arrow equipped|Lv. 4 EP Bonus for 280 BPM songs with an arrow equipped,1,0,0,0,gontrmael+1.png,"if(SONG SPEED TIER=280,ROUNDDOWN(DP*0.4,0)+ROUNDDOWN(EP*0.4,0),0)",IS A BOW,ARROW MUST BE EQUIPPED
90,Gontr Mael +2,"Gontr Mael blasted from the corpse of the Steelwatcher Titan: a bow formed from the boiling slag and weird whispering gyros inherent to the mechanical giant. It must have acted as the Titan's abdomen, exchanging muscle for immaculate steel.<br/><br/>This weapon has been enhanced to the highest level of quality.<br/><br/>Incredibly effective against fast opponents and incredibly effective against large opponents with an arrow equipped.<br/><br/>Gains extra effectivity proportionate to an enemy's size with an arrow equipped.",Lv. 4 DP Bonus for 280 BPM songs with an arrow equipped|Lv. 4 EP Bonus for 280 BPM songs with an arrow equipped|+25 BP per minute of song length for 280 BPM songs with an arrow equipped,1,0,0,0,gontrmael+2.png,"if(SONG SPEED TIER=280,ROUNDDOWN(DP*0.4,0)+ROUNDDOWN(EP*0.4,0)+ROUNDDOWN(SONG LENGTH*25,0),0)",IS A BOW,ARROW MUST BE EQUIPPED
91,Duellist's Prerogative,"A blade gifted to Lora by her own mother, Lenore the Fleet. When challenged to duels, Lenore‘s opponents assumed she had received this nickname from some naval exploit. They found out how wrong they were when her blade blurredfaster than the eye could follow.<br/><br/>Incredibly effective against fast opponents.",Lv. 4 DP Bonus for 290 BPM songs,1,0,0,0,duellistsprerogative.png,"if(SONG SPEED TIER=290,ROUNDDOWN(DP*0.4,0),0)",,
92,Duellist's Prerogative +1,"A blade gifted to Lora by her own mother, Lenore the Fleet. When challenged to duels, Lenore‘s opponents assumed she had received this nickname from some naval exploit. They found out how wrong they were when her blade blurredfaster than the eye could follow.<br/><br/>This weapon has been enhanced to a higher level of quality.<br/><br/>Incredibly effective against fast opponents and incredibly effective against large opponents.",Lv. 4 DP Bonus for 290 BPM songs|Lv. 4 EP Bonus for 290 BPM songs,1,0,0,0,duellistsprerogative+1.png,"if(SONG SPEED TIER=290,ROUNDDOWN(DP*0.4,0)+ROUNDDOWN(EP*0.4,0),0)",,
93,Duellist's Prerogative +2,"A blade gifted to Lora by her own mother, Lenore the Fleet. When challenged to duels, Lenore‘s opponents assumed she had received this nickname from some naval exploit. They found out how wrong they were when her blade blurredfaster than the eye could follow.<br/><br/>This weapon has been enhanced to the highest level of quality.<br/><br/>Incredibly effective against fast opponents and incredibly effective against large opponents.<br/><br/>Gains extra effectivity proportionate to an enemy's size.",Lv. 4 DP Bonus for 290 BPM songs|Lv. 4 EP Bonus for 290 BPM songs|+25 BP per minute of song length for 290 BPM songs,1,0,0,0,duellistsprerogative+2.png,"if(SONG SPEED TIER=290,ROUNDDOWN(DP*0.4,0)+ROUNDDOWN(EP*0.4,0)+ROUNDDOWN(SONG LENGTH*25,0),0)",,
94,Balduran's Giantslayer,"Wielded by Balduran, the founder of Baldur's Gate and friend to guardian dragon, a great glittering wyrm called Ansur. Fellowship can be undone, though, as easily as you or I might unlace the strings of our shoes, and it was in a time of skullduggery and hardship that Balduran killed Ansur, carrying out the deed with this sword.<br/><br/>Incredibly effective against fast opponents.",Lv. 4 DP Bonus for 300 BPM songs,1,0,0,0,balduransgiantslayer.png,"if(SONG SPEED TIER=300,ROUNDDOWN(DP*0.4,0),0)",,
95,Balduran's Giantslayer +1,"Wielded by Balduran, the founder of Baldur's Gate and friend to guardian dragon, a great glittering wyrm called Ansur. Fellowship can be undone, though, as easily as you or I might unlace the strings of our shoes, and it was in a time of skullduggery and hardship that Balduran killed Ansur, carrying out the deed with this sword.<br/><br/>This weapon has been enhanced to a higher level of quality.<br/><br/>Incredibly effective against fast opponents and incredibly effective against large opponents.",Lv. 4 DP Bonus for 300 BPM songs|Lv. 4 EP Bonus for 300 BPM songs,1,0,0,0,balduransgiantslayer+1.png,"if(SONG SPEED TIER=300,ROUNDDOWN(DP*0.4,0)+ROUNDDOWN(EP*0.4,0),0)",,
96,Balduran's Giantslayer +2,"Wielded by Balduran, the founder of Baldur's Gate and friend to guardian dragon, a great glittering wyrm called Ansur. Fellowship can be undone, though, as easily as you or I might unlace the strings of our shoes, and it was in a time of skullduggery and hardship that Balduran killed Ansur, carrying out the deed with this sword.<br/><br/>This weapon has been enhanced to the highest level of quality.<br/><br/>Incredibly effective against fast opponents and incredibly effective against large opponents.<br/><br/>Gains extra effectivity proportionate to an enemy's size.",Lv. 4 DP Bonus for 300 BPM songs|Lv. 4 EP Bonus for 300 BPM songs|+25 BP per minute of song length for 300 BPM songs,1,0,0,0,balduransgiantslayer+2.png,"if(SONG SPEED TIER=300,ROUNDDOWN(DP*0.4,0)+ROUNDDOWN(EP*0.4,0)+ROUNDDOWN(SONG LENGTH*25,0),0)",,
97,Nyrulna,"The forgemaster Lirrico designed this weapon for the champion of the wind goddess Akadi. A key component in the forging was his home city's wind, and for a year after the weapon was made, no wind blew there at all.<br/><br/>Incredibly effective against fast opponents.",Lv. 4 DP Bonus for 310 BPM songs,1,0,0,0,nyrulna.png,"if(SONG SPEED TIER=310,ROUNDDOWN(DP*0.4,0),0)",,
98,Nyrulna +1,"The forgemaster Lirrico designed this weapon for the champion of the wind goddess Akadi. A key component in the forging was his home city's wind, and for a year after the weapon was made, no wind blew there at all.<br/><br/>This weapon has been enhanced to a higher level of quality.<br/><br/>Incredibly effective against fast opponents and maximally effective against large opponents.",Lv. 4 DP Bonus for 310 BPM songs|Lv. 5 EP Bonus for 310 BPM songs,1,0,0,0,nyrulna+1.png,"if(SONG SPEED TIER=310,ROUNDDOWN(DP*0.4,0)+ROUNDDOWN(EP*0.5,0),0)",,
99,Nyrulna +2,"The forgemaster Lirrico designed this weapon for the champion of the wind goddess Akadi. A key component in the forging was his home city's wind, and for a year after the weapon was made, no wind blew there at all.<br/><br/>This weapon has been enhanced to the highest level of quality.<br/><br/>Incredibly effective against fast opponents and maximally effective against large opponents.<br/><br/>Gains extra effectivity proportionate to an enemy's size.",Lv. 4 DP Bonus for 310 BPM songs|Lv. 5 EP Bonus for 310 BPM songs|+25 BP per minute of song length for 310 BPM songs,1,0,0,0,nyrulna+2.png,"if(SONG SPEED TIER=310,ROUNDDOWN(DP*0.4,0)+ROUNDDOWN(EP*0.5,0)+ROUNDDOWN(SONG LENGTH*25,0),0)",,
100,Markoheshkir,"Kereska, draconic goddess of arcane knowledge, imbues many chromatic dragons with their magic. This includes their exquisite and terrible breath, which has wrenched giants from their tall thrones, and destroyed civilisations of smallfolk.<br/><br/>Incredibly effective against fast opponents.",Lv. 4 DP Bonus for 320 BPM songs,1,0,0,0,markoheshkir.png,"if(SONG SPEED TIER=320,ROUNDDOWN(DP*0.4,0),0)",,
101,Markoheshkir +1,"Kereska, draconic goddess of arcane knowledge, imbues many chromatic dragons with their magic. This includes their exquisite and terrible breath, which has wrenched giants from their tall thrones, and destroyed civilisations of smallfolk.<br/><br/>This weapon has been enhanced to a higher level of quality.<br/><br/>Incredibly effective against fast opponents and maximally effective against large opponents.",Lv. 4 DP Bonus for 320 BPM songs|Lv. 5 EP Bonus for 320 BPM songs,1,0,0,0,markoheshkir+1.png,"if(SONG SPEED TIER=320,ROUNDDOWN(DP*0.4,0)+ROUNDDOWN(EP*0.5,0),0)",,
102,Sally's Wand,Preferred wand of a witch princess hailing from a magical kingdom of another world.,+BP equal to your skill in the speed tier,1,0,0,0,sallyswand.png,"IFERROR(SKILL IN SONG TIER,0)",,
103,Medal of Freedom,Medal presented to the greatest of Teejusb's buddies.,Forces life 4|Forces 1.00x rate,1,1,0,0,medaloffreedom.png,0,,FORCES LIFE 4 AND FORCES 1.00X RATE
104,1/100 KG-6 Sleipnir,"IT'S A GUND... no, a Kataphrakt?  The hell is that?  Well, anyway, this is a scale model of a KG-6 Sleipnir.  Apparently.","+150 BP on any itg! Rhythm is just a step away!, Anistreamz, or Unbuild of Sharpnel chart",1,0,0,0,1100kg6sleipnir.png,"IF(OR(FIND(""is just a step"",PACK NAME),FIND(""Anistreamz"",PACK NAME),FIND(""Unbuild"",PACK NAME)),150,0)",,
105,Sea Ring,"A ring.  It came from the sea.  Therefore, a sea ring.",+35 BP per minute of song length|Sea levels rise during the song,1,0,0,0,searing.png,"rounddown(SONG LENGTH*35,0)",,"Image of waves rises gradually throughout the course of the song and acts as a lane cover-- it's at a set pace so longer stuff is more impacted by it (might have to make the pacing logarithmic based on song length or something to scale reasonably, but cap at like 75% of the screen covered for the longest marathons)"
106,Grimoire,This grimoire's contents seem to consist fully of lists of race results at different locales.  Weird.,"+500 MP, but only if you pass",1,1,1,0,grimoire.png,500 MP if you pass,,
107,Metal John,"You were looking for some metal johns, right?",+175 BP|50% chance of mods being reset after the song,1,0,0,0,metaljohn.png,175 BP,,50% chance of mods being reset after the song
108,Zfish and Kchips,A delicacy from British Coast Stamina.,20 seconds added to break timer,1,1,0,0,zfishandkchips.png,0,,ADDS 20 SECONDS TO BREAK TIMER
109,William Certificate,"Proof that the title of ""William"" has been conferred.",+500 MP,1,1,1,0,williamcertificate.png,500 MP,,
110,Eurobeater,"A spiked mace made from the remains of a Eurobeat monster.  Strikes fear into the hearts of, uh, other Eurobeat monsters.",+200 BP on any Eurobeat Is Fantastic chart,1,0,0,0,eurobeater.png,"IF(FIND(""Eurobeat"",PACK NAME),200,0)",,
111,Nurse Joy Plush,She'll heal the monster(s) in your pocket.,The song starts with 100% of your lifebar|The first five hits to your lifebar are restored,1,1,0,0,nursejoyplush.png,0,,"The song starts with 100% of your lifebar

The first five hits to your lifebar are restored"
112,Nanami Plush,Stolen from Raijin's bedroom.,+250 BP on any Raijin's Relaxing Resort chart,1,0,0,0,nanamiplush.png,"IF(FIND(""Relaxing Resort"",PACK NAME),250,0)",,
113,Pack of Junts,If you're looking for a pack that exists...,+1 BP|Use this to get The Point!,1,1,0,0,packofjunts.png,1 BP,,Throw some big flashing obnoxious text up on the screen after the song that congratulates Zaniel on getting The Point
114,Space Decals,Spaaaaaaaaaace,+MP equal to 1250 * number of stars earned in score grade,1,1,1,0,spacedecals.png,"if(AND(SCORE=1),1250*4,if(AND(SCORE>0.99),1250*3,if(AND(SCORE>0.98),1250*2,if(AND(SCORE>0.96),1250*1,0))))",,
115,Despot's Chapeau,"For what shall it profit a man, if he shall gain the whole world, and lose his own squirrels?","At end of set, +20 BP for every song passed|At end of set, +130 BP for every Squirrel Metal, Squirrel Singles, or Mozee Metal song passed",1,1,0,0,despotschapeau.png,0,,"AT END OF SET: +20 BP FOR ALL PASSED SONGS AND AN ADDITIONAL +130 BP FOR ALL SONGS FROM Squirrel Metal, Squirrel Singles, or Mozee Metal"
116,Kyypa,"It turns out a kyypa is basically just a koopa, if you were wondering.",+225 BP on any Kyypakkaus chart,1,0,0,0,kyypa.png,"IF(FIND(""Kyy"",PACK NAME),225,0),0)",,
117,Qwest Bar,A good source of both protein and happiness.,300 seconds removed from break timer|600 seconds added to set timer,1,1,0,0,qwestbar.png,0,,"300 seconds removed from break timer

600 seconds added to set timer"
118,Wrapper,"This piece of foil once contained delicious goodness-- now, only emptiness and sadness.",Automatically restart a song upon failure (relics preserved),1,1,0,0,wrapper.png,0,,Automatically restart a song upon failure (relics preserved)
119,Stethoscope,Implement used for listening to someone's heartbeat or breathing.,10 + (5 * number of consecutive passes) seconds added to the break timer for each successive pass after using,1,1,0,0,stethoscope.png,0,,10 + (5 * number of consecutive passes) seconds added to the break timer for each successive pass after using
120,1/100 Vic Viper,This doubles as a scale model of something totally setting inappropriate and also a reference that zero people will understand.,"+1000 MP, but only if you pass",1,1,1,0,1100vicviper.png,1000 MP if you pass,,
121,1/200 Boeing 757,Airplane model made by a literal child,+BP equal to 75 * current play number|1/200 chance of ending the set immediately|45 seconds removed from break timer,1,0,0,0,1200boeing757.png,PLAY NUMBER * 75,,"1/200 chance of ending the set immediately

45 seconds removed from break timer"
122,Xynn's Mix Tape,This is one of Xynn's fabled mix tapes.  These things are pretty highly sought after.,"Forces .97x rate|The next song you pick will be randomized, and 60 seconds will be added to the break timer if you pass",1,1,0,0,xynnsmixtape.png,0,,"FORCES .97x RATE, PICKS RANDOM SONG FROM DIVISION AND ADDS 60 SECONDS TO BREAK TIMER IF YOU PASS"
123,Dyson,Some strange device.  What could its purpose be?,+300 BP|Forces Tornado,1,0,0,0,dyson.png,300 BP,,FORCES TORNADO MOD
124,Shattered Shackle,"A keepsake that previously belonged to Sisyphus, who was once bound by it.",+2000 MP if this is your only relic equipped,1,1,1,0,shatteredshackle.png,2000 MP,,Only applied if this is the only equipped relic
125,Estelle Plush,This probably used to belong to dirtypiece.  You better hope he doesn't catch you with it.,+300 BP on any Trails of Cold Stream chart,1,0,0,0,estelleplush.png,"IF(FIND(""Trails of"",PACK NAME),300,0)",,
126,Dragonball,"It's said that if you gather seven of these, you can make a wish.  This is probably just a reproduction, though... right?",Grants its user one of three wishes:|&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Invulnerability (Forces Life 2)|&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Eternal Youth (5 + (2 * number of plays since use) seconds added to the break timer for each successive play after using)|&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Great Power (+1000 BP),1,1,0,0,dragonball.png,1000 (sometimes),,"ADDS SCREEN BEFORE GAMEPLAY WHERE YOU SELECT ONE OF THE FOLLOWING (only have the relic in the file drop if it's Great Power):

Invulnerability (Forces Life 2)

Eternal Youth (5 + (2 * number of plays since use) seconds added to the break timer for each successive play after using)

Great Power (+1000 BP)"
127,French Core,"A hand drill with a french core.  Probably not terribly efficacious, but it IS delicious.",+BP equal to 500 * (Adj. Stream %)^3,1,1,0,0,frenchcore.png,"IFERROR(ROUNDDOWN(500*(STREAM PERCENT^3),0),0)",,
128,Pierced Butterfly,"A keepsake that once belonged to Thanatos, death incarnate.","+2500 MP, but only if you pass",1,1,1,0,piercedbutterfly.png,2500 MP if you pass,,
129,Cardboard Box,No relation to the actual Cardboard Box.,+2500 MP,1,1,1,0,cardboardbox.png,2500 MP,,
130,Pitch Pipe,Use this if you wanna be in tune!,+500 BP|Forces random rate mod between 1.01x and 1.05x,1,0,0,0,pitchpipe.png,500 BP,,Forces random rate mod between 1.01x and 1.05x
131,Hellfire,Bolt of fiery damnation extracted from Xynn's Inferno.  I guess you could try throwing it at an enemy?,"At end of set, +BP equal to Passes^2.25",1,1,0,0,hellfire.png,0,,"AT END OF SET: ROUNDDOWN(countif(IS A PASS,1)^2.25,0)"
132,1/64 Car,This is just a scale model of a car that won't be familiar to anyone.,Lv. 6 DP Bonus|Disables engine (rescore mechanism),1,0,0,0,164car.png,"ROUNDDOWN((DP*0.6),0)",,Disables engine
133,Hadena Doresu,Watashi no koto wo kesshite<br/><br/>Honki de aisanaide<br/><br/>Koi nante tada no geemu<br/><br/>Tanoshimeba sore de ii no<br/><br/>Tozashita kokoro wo kazaru<br/><br/>Hadena doresu mo kutsu mo<br/><br/>Kodoku na tomodachi<br/><br/>,"+2750 MP, but only if Fancy Dress is also equipped",1,0,1,0,hadenadoresu.png,2750 MP if Fancy Dress also equipped,,
134,Massive Pendulum Blade,One of those swinging-blade dungeon traps.  Except massive.  It's not clear how you would use this without inflicting injury on yourself.<br/><br/>Incredibly effective against difficult opponents.,+5000 MP|Forces life 5,1,0,1,0,massivependulumblade.png,5000 MP,,FORCES LIFE 5
135,Fancy Dress,Never love me seriously<br/><br/>Love is just a game<br/><br/>All I need is to have fun with it<br/><br/>The fancy dresses and shoes decorating my closed heart<br/><br/>Are my lonely friends,"+3250 MP, but only if Hadena Doresu is also equipped",1,0,1,0,fancydress.png,3250 MP if Hadena Doresu also equipped,,
136,Skull Earring,"A keepsake that once belonged to Megaera, one of the Furies.",MP lost to scoring is reduced to a third,1,1,1,0,skullearring.png,+(35000-($C$221*35000))-((35000-($C$221*35000))/3) MP,,
137,Order of Amrita,Awarded to only the most accomplished hunters of marathon beasts.,Allows user to equip an additional two relics,1,1,1,0,orderofamrita.png,0,,ALLOWS USER TO EQUIP TWO EXTRA RELICS
138,Dagger of Time,An artifact stolen in the ages past from a fabled Island of Time.  This powerful relic has the ability to significantly slow down marathon beasts.,"Multiply final MP by (1+((Rate Mod-1)*2)) for rate mods above 1.0x, maximum 1.15x rate|Multiply final MP by (1-((1-Rate Mod)*4)) for rate mods below 1.0x, minimum .85x rate",1,0,1,0,daggeroftime.png,"FINAL MP (after base score and all other relics) * if(AND(RATE>1),1+((RATE-1)*2),if(AND(RATE<1),1-((1-RATE)*4),1)",,"Bonus/penalty based on rate, allows players to rate up to 1.15x or down to .85x"
139,Rusty Sword,"You can defend yourself with this in a pinch, I guess.  It's definitely seen better days.",+20 BP,1,0,0,0,rustysword.png,20,,
140,Grains of Chronos Sand,"The sand in this pouch is said to have been stolen from the god of time.  Perhaps in a time of need, it could help you reclaim some lost moments.",30 seconds added to break timer,1,1,0,0,grainsofchronossand.png,0,,ADDS 30 SECONDS TO BREAK TIMER
141,Shield Rod,A many-eyed rod that draws out the hidden properties of shields.,+100 BP|With Scrupulous Shield equipped: Lv. 6 AP Bonus|With Alacritous Aspis equipped: Lv. 5 DP Bonus|With Indefatigable Escutcheon equipped: Lv. 6 EP Bonus,1,1,0,0,shieldrod.png,"100+IF(SCRUPULOUS SHIELD IS EQUIPPED,ROUNDDOWN((AP*0.6),0),0)+IF(ALACRITOUS ASPIS IS EQUIPPED,ROUNDDOWN((DP*0.5),0),0)+IF(INDEFATIGABLE ESCUTCHEON IS EQUIPPED,ROUNDDOWN((EP*0.6),0),0)",,<--THIS HAS CHANGED !!!!!!
142,Mablung Sword,Legend has it this blade steeped in aetheric energy was the main arm of an elf from the age of myths.  It has the ability to fortify the nature of any shield paired with it to tremendous effect.,+300 BP|With Scrupulous Shield equipped: Lv. 12 AP Bonus|With Alacritous Aspis equipped: Lv. 11 DP Bonus|With Indefatigable Escutcheon equipped: Lv. 12 EP Bonus,1,1,0,0,mablungsword.png,"300+IF(SCRUPULOUS SHIELD IS EQUIPPED,ROUNDDOWN((AP*1.2),0),0)+IF(ALACRITOUS ASPIS IS EQUIPPED,ROUNDDOWN((DP*1.1),0),0)+IF(INDEFATIGABLE ESCUTCHEON IS EQUIPPPED,ROUNDDOWN((EP*1.2),0),0)",,<--THIS HAS CHANGED !!!!!!
143,Astral Prism,"A many-sided box of blackened iron, engraved with pulsating runes. Something stirs within.",Forces life 3,1,1,1,0,astralprism.png,0,,FORCES LIFE 3
144,Sword Familiar,"Formerly sealed in the form of a card, this sentient weapon's strength grows as you become more experienced.",+BP based on Lifetime EXP (Max 200),1,0,0,0,swordfamiliar.png,"ROUNDDOWN((EXPERIENCE LEVEL/100)*200,0)",,
145,Bronze Trophy,The Stamina Corps awards these trophies to fledgling staminadventurers as thanks for their good deeds.,Access to #bronze-bistro on the <a href=http://www.staminanation.com/ target=_blank>Stamina Nation discord</a> (upon request),1,0,0,0,bronzetrophy.png,0,,
146,Mythril Trophy,A trophy made from a rare metal.  Only given to those who have made substantial contributions to the Stamina Nation.,Access to #mythril-lounge on the <a href=http://www.staminanation.com/ target=_blank>Stamina Nation discord</a> (upon request),1,0,0,0,mythriltrophy.png,0,,
147,Crystal Trophy,Awarded to high class staminadventurers for exceptional achievements.,Access to #crystal-cafe on the <a href=http://www.staminanation.com/ target=_blank>Stamina Nation discord</a> (upon request),1,0,0,0,crystaltrophy.png,0,,
148,Ivory Trophy,Given only to the greatest staminadventurers across all the lands.,Access to #ivory-tower on the <a href=http://www.staminanation.com/ target=_blank>Stamina Nation discord</a> (upon request),1,0,0,0,ivorytrophy.png,0,,
149,Obsidian Trophy,Given only to the... greatester staminadventurers across all the lands?,Access to #tower-annex on the <a href=http://www.staminanation.com/ target=_blank>Stamina Nation discord</a> (upon request),1,0,0,0,obsidiantrophy.png,0,,
150,TPA Standard,A banner commonly flown in battle by TPA regiments.,"At end of set, +100 BP for each song with a 95% or higher",1,1,0,0,tpastandard.png,0,,AT END OF SET: +100 BP FOR ALL PASSED SONGS WITH SCORE OF 95% OR HIGHER (including things outside top 7)
151,Scrupulous Shield,A kite shield featuring DPRT heraldry.<br/><br/>Enhanced by the accuracy of your attacks.,Lv. 2 AP Bonus,1,0,0,0,scrupulousshield.png,"ROUNDDOWN((AP*0.2),0)",,
152,Virtue Blade,"This holy sword is bursting with righteous energy, but is only capable of being used to its fullest extent by a precise swordsman.<br/><br/>Strongly enhanced by the accuracy of your attacks,",+100 BP if score is a 96% or higher|Lv. 3 AP Bonus,1,0,0,0,virtueblade.png,"ROUNDDOWN((AP*0.3),0)+IF(SCORE>=0.96,100,0)",,
153,Seraphic Ainur,"A treasured arm of the DPRT.  Its blade burns so bright that many of its past wielders have gone partially blind.  As a result, most have used it only in times of great need, sheathing it except for when its great power was a necessity.",+MP equal to 6000 * (Score^10)|All non-fantastic judgments lower your lifebar,1,0,1,0,seraphicainur.png,"+(6000*(SCORE^10),0)",,All non-fantastic judgments lower your lifebar
